ttl,ip_flags,ip_len,src_port,dst_port,tcp_flags,tcp_seq,tcp_ack,tcp_window,is_tcp,is_udp,is_icmp,flow_duration_log,flow_pps_norm,flow_bps_norm,syn_ratio,three_way_handshake_ratio,half_open_connections,window_1s_pps,window_1s_bps,window_1s_syn_ratio,label
128,DF,1492,60316,443,A,3059780034,3676231409,255,1,0,0,0.03493556280031111,0.2812703862660944,1.0,0.2,4.0,-6,180,132702,0.0,0
128,DF,1492,60316,443,A,3059781486,3676231409,255,1,0,0,0.035416864381635424,0.30511896621277557,1.0,0.18181818181818182,4.5,-7,180,132702,0.0,0
128,DF,1223,60316,443,PA,3059782938,3676231409,255,1,0,0,0.035416864381635424,0.3328570540503006,1.0,0.16666666666666666,5.0,-8,180,132702,0.0,0
128,DF,1492,60316,443,A,3059775678,3676231409,255,1,0,0,0.035416864381635424,0.3605951418878256,1.0,0.15384615384615385,5.5,-9,180,132702,0.0,0
128,DF,1492,60316,443,A,3059777130,3676231409,255,1,0,0,0.036645422836106986,0.37508227884486406,1.0,0.14285714285714285,6.0,-10,180,132702,0.0,0
128,DF,1492,60316,443,A,3059778582,3676231409,255,1,0,0,0.036645422836106986,0.40187387019092574,1.0,0.13333333333333333,6.5,-11,180,132702,0.0,0
128,DF,1492,60316,443,A,3059780034,3676231409,255,1,0,0,0.03756504847569881,0.4179779267047012,1.0,0.125,7.0,-12,180,132702,0.0,0
128,DF,1492,60316,443,A,3059781486,3676231409,255,1,0,0,0.03812679162510056,0.4374346975209045,1.0,0.11764705882352941,7.5,-13,180,132702,0.0,0
128,DF,1223,60316,443,PA,3059782938,3676231409,255,1,0,0,0.03812679162510056,0.46316615031625186,1.0,0.1111111111111111,8.0,-14,180,132702,0.0,0
128,DF,1492,60316,443,PA,3059782669,3676231409,255,1,0,0,0.0706681540220213,0.259474147586674,1.0,0.10526315789473684,8.5,-15,180,132702,0.0,0
64,,160,3261,919,S,2093415838,536059145,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3262,919,S,61330825,1994049226,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3262,919,S,61330825,1994049226,64,1,0,0,0.0005077026706715799,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3263,919,S,881045614,563275027,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3263,919,S,881045614,563275027,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3264,919,S,2080466089,433297889,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3264,919,S,2080466089,433297889,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3265,919,S,371334280,1881463257,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3265,919,S,371334280,1881463257,64,1,0,0,0.0016354055405969727,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3266,919,S,639551134,759414305,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3266,919,S,639551134,759414305,64,1,0,0,0.0010106223431315788,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3267,919,S,809679198,817523617,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3267,919,S,809679198,817523617,64,1,0,0,0.0005081792656861576,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3268,919,S,1842080627,646110016,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3268,919,S,1842080627,646110016,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3269,919,S,2046325810,1332126407,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3269,919,S,2046325810,1332126407,64,1,0,0,0.001590179010421026,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3270,919,S,1258317977,959756300,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3270,919,S,1258317977,959756300,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3271,919,S,1714061562,1977694548,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3271,919,S,1714061562,1977694548,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3272,919,S,338207361,1789447164,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3272,919,S,338207361,1789447164,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3273,919,S,176078558,320403592,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3273,919,S,176078558,320403592,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3274,919,S,161284477,1124815479,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3274,919,S,161284477,1124815479,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3275,919,S,1008011130,1878081349,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3275,919,S,1008011130,1878081349,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3276,919,S,1846125901,953943320,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3276,919,S,1846125901,953943320,64,1,0,0,0.0015697073821926968,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3277,919,S,266656846,1907456727,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3277,919,S,266656846,1907456727,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3278,919,S,800508899,1147702460,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3278,919,S,800508899,1147702460,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3279,919,S,323248106,733491340,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3279,919,S,323248106,733491340,64,1,0,0,0.0010346780065087417,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3280,919,S,1581000350,694582386,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3280,919,S,1581000350,694582386,64,1,0,0,0.000554646188930089,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3281,919,S,467470950,73067836,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3281,919,S,467470950,73067836,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3282,919,S,1453996692,1277150148,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3282,919,S,1453996692,1277150148,64,1,0,0,0.0010082405627984143,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3283,919,S,890591453,1148593671,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3283,919,S,890591453,1148593671,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3284,919,S,1923260164,789433615,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3284,919,S,1923260164,789433615,64,1,0,0,0.0005074643730791123,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3285,919,S,333236430,1034094493,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3285,919,S,333236430,1034094493,64,1,0,0,0.0010091932756124255,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3286,919,S,1749189916,2047297992,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3286,919,S,1749189916,2047297992,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3287,919,S,864305393,2087397277,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3287,919,S,864305393,2087397277,64,1,0,0,0.001162806344599897,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3288,919,S,1689261508,1040383951,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3288,919,S,1689261508,1040383951,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3289,919,S,260317221,1850545985,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3289,919,S,260317221,1850545985,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3290,919,S,17715782,1268328352,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3290,919,S,17715782,1268328352,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3291,919,S,1581143686,1863841684,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3291,919,S,1581143686,1863841684,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3292,919,S,74788024,1847800533,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3292,919,S,74788024,1847800533,64,1,0,0,0.0015766106524980096,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3293,919,S,1623814763,875296923,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3293,919,S,1623814763,875296923,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3294,919,S,848019345,1947062869,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3294,919,S,848019345,1947062869,64,1,0,0,0.0005060345863318054,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3295,919,S,1608788264,281536047,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3295,919,S,1608788264,281536047,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3296,919,S,494161607,2076259214,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3296,919,S,494161607,2076259214,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3297,919,S,354603884,1948158299,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3297,919,S,354603884,1948158299,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3298,919,S,1205925714,1245195337,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3298,919,S,1205925714,1245195337,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3299,919,S,949268322,981702230,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3299,919,S,949268322,981702230,64,1,0,0,0.00050698777772382,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3300,919,S,2034628953,1282504753,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3300,919,S,2034628953,1282504753,64,1,0,0,0.0010084787410870105,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3301,919,S,2015796724,1636335221,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3301,919,S,2015796724,1636335221,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3302,919,S,1182319097,732618469,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3302,919,S,1182319097,732618469,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3303,919,S,1576248850,724096958,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3303,919,S,1576248850,724096958,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3304,919,S,1773002421,1836566072,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3304,919,S,1773002421,1836566072,64,1,0,0,0.0005096090493670359,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3305,919,S,427159295,1790718203,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3305,919,S,427159295,1790718203,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3306,919,S,957410776,2008302982,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3306,919,S,957410776,2008302982,64,1,0,0,0.0011323237672956257,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3307,919,S,1507076239,1032198800,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3307,919,S,1507076239,1032198800,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3308,919,S,1708619867,983407354,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3308,919,S,1708619867,983407354,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3309,919,S,1907495724,409155564,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3309,919,S,1907495724,409155564,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3310,919,S,782986575,1368800340,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
64,,160,3310,919,S,782986575,1368800340,64,1,0,0,0.0015675649782702877,1.0,1.0,1.0,0.0,2,123,53324,0.032520325203252036,1
64,,160,3311,919,S,690691612,1277148183,64,1,0,0,0.0009995003330835331,1.0,1.0,1.0,0.0,1,123,53324,0.032520325203252036,1
