timestamp_density,traffic_rate,duplicate_ratio,src_ip_diversity,flow_pair_density,time_delta_std
3.65,786.95,0.9300,0.0400,0.2558,0.429546
2.15,220.07,0.9700,0.0200,0.0644,0.494542
2.01,196.61,0.9800,0.0200,0.0401,0.508247
2485.95,2598816.69,0.3300,0.3400,845.2245,0.000646
1866.72,1951465.37,0.3300,0.3400,634.6836,0.000720
2410.86,2486077.29,0.3300,0.3400,819.6919,0.000669
2319.54,2424846.91,0.3300,0.3400,788.6435,0.000663
2315.67,2420804.00,0.3300,0.3400,787.3286,0.000683
2410.57,2485777.65,0.3300,0.3400,819.5931,0.000657
2176.70,2275527.31,0.3300,0.3400,740.0797,0.000664
2221.43,2322285.41,0.3300,0.3400,755.2870,0.000673
2332.04,2404794.66,0.3300,0.3400,792.8920,0.000684
2107.53,2203207.65,0.3300,0.3400,716.5588,0.000627
1903.24,1989646.38,0.3300,0.3400,647.1014,0.000712
2021.47,2084537.79,0.3300,0.3400,687.2991,0.000705
1868.60,1953434.49,0.3300,0.3500,654.0100,0.000679
1866.93,1951683.97,0.3300,0.3400,634.7547,0.000715
1764.98,1820043.07,0.3300,0.3400,600.0918,0.000739
1801.41,1883196.43,0.3300,0.3400,612.4802,0.000540
1640.50,1714979.41,0.3300,0.3400,557.7702,0.000662
1759.11,1838971.27,0.3300,0.3400,598.0966,0.000752
1877.09,1962308.07,0.3300,0.3400,638.2100,0.000686
2101.94,2197372.57,0.3300,0.3500,735.6805,0.000733
1413.59,1477764.27,0.3300,0.3400,480.6197,0.000760
1596.70,1646521.58,0.3300,0.3400,542.8795,0.000725
1670.76,1746612.53,0.3200,0.3500,584.7660,0.000739
1789.65,1870895.00,0.3300,0.3400,608.4793,0.000762
1488.07,1555631.61,0.3200,0.3500,520.8256,0.000778
1674.62,1726869.30,0.3300,0.3400,569.3712,0.000757
1722.15,1800334.10,0.3300,0.3400,585.5305,0.000752
1767.16,1847388.14,0.3300,0.3500,618.5057,0.000761
1513.39,1582093.62,0.3300,0.3400,514.5512,0.000789
1302.42,1361552.49,0.3200,0.3500,455.8479,0.000792
1307.51,1366875.43,0.3300,0.3400,444.5549,0.000844
1218.72,1274054.57,0.3200,0.3500,426.5536,0.000829
1701.46,1754547.16,0.3300,0.3400,578.4969,0.000730
1635.46,1732929.92,0.3200,0.3400,556.0553,0.000764
1072.90,1106378.41,0.3200,0.3600,386.2454,0.001038
1591.62,1663881.33,0.3300,0.3400,541.1514,0.000743
1737.86,1816759.93,0.3200,0.3500,608.2514,0.000735
2069.92,2134503.53,0.3300,0.3400,703.7735,0.000724
1722.53,1800737.24,0.3300,0.3400,585.6616,0.000737
1890.00,1948969.95,0.3300,0.3500,661.5007,0.000739
2008.31,2099491.90,0.3300,0.3400,682.8269,0.000681
1651.31,1726278.94,0.3200,0.3600,594.4714,0.000759
1771.64,1826911.15,0.3300,0.3400,602.3563,0.000743
2029.67,2150642.39,0.3200,0.3400,690.0891,0.000709
2026.63,2089860.77,0.3300,0.3400,689.0542,0.000690
1647.75,1722552.69,0.3300,0.3400,560.2333,0.000786
2422.42,2532399.89,0.3200,0.3500,847.8477,0.000677
2246.84,2316938.91,0.3300,0.3400,763.9248,0.000704
1655.03,1730164.51,0.3200,0.3500,579.2592,0.000807
2246.84,2348844.00,0.3300,0.3400,763.9248,0.000700
2336.99,2409908.86,0.3300,0.3400,794.5782,0.000680
2331.49,2470448.35,0.3200,0.3400,792.7071,0.000635
2558.79,2638622.35,0.3300,0.3400,869.9880,0.000665
2370.29,2511555.14,0.3200,0.3400,805.8973,0.000663
2094.02,2159355.04,0.3300,0.3400,711.9673,0.000742
2500.06,2649066.23,0.3200,0.3400,850.0213,0.000663
2430.55,2506380.19,0.3300,0.3400,826.3860,0.000689
2551.54,2667381.10,0.3300,0.3400,867.5240,0.000643
2294.79,2398971.93,0.3200,0.3500,803.1760,0.000649
2550.37,2629941.34,0.3300,0.3400,867.1257,0.000630
1944.24,2032507.68,0.3300,0.3400,661.0413,0.000742
2495.63,2608934.36,0.3300,0.3400,848.5151,0.000675
2090.87,2185794.63,0.3300,0.3400,710.8955,0.000705
2375.41,2449522.54,0.3300,0.3500,831.3934,0.000692
2352.28,2459070.38,0.3300,0.3400,799.7742,0.000677
2327.69,2400316.57,0.3300,0.3500,814.6924,0.000665
2241.35,2343105.61,0.3300,0.3400,762.0585,0.000487
2424.77,2534856.09,0.3300,0.3400,824.4223,0.000386
2502.00,2615592.47,0.3300,0.3400,850.6805,0.000665
2390.29,2498804.86,0.3300,0.3400,812.6972,0.000691
2171.32,2269894.69,0.3200,0.3500,759.9609,0.000664
2419.14,2494617.41,0.3300,0.3400,822.5077,0.000676
2416.04,2525730.85,0.3300,0.3400,821.4545,0.000675
2350.62,2457336.28,0.3300,0.3400,799.2102,0.000610
2063.98,2157688.34,0.3300,0.3400,701.7544,0.000720
2264.49,2367300.72,0.3300,0.3400,769.9275,0.000681
2256.27,2358701.29,0.3300,0.3400,767.1307,0.000689
2055.33,2148641.43,0.3200,0.3500,719.3653,0.000661
2306.59,2411311.53,0.3300,0.3400,784.2414,0.000654
2417.21,2492627.51,0.3200,0.3500,846.0237,0.000689
1850.79,1934815.20,0.3300,0.3400,629.2684,0.000734
1875.79,1960946.15,0.3300,0.3400,637.7671,0.000702
2503.25,2616901.97,0.3200,0.3500,876.1390,0.000633
2555.58,2671607.46,0.3300,0.3400,868.8985,0.000638
2570.83,2687541.78,0.3200,0.3500,899.7892,0.000650
2131.70,2228475.20,0.3300,0.3400,724.7767,0.000722
2364.74,2472096.10,0.3200,0.3500,827.6580,0.000676
2391.66,2500239.17,0.3300,0.3400,813.1637,0.000607
2544.92,2624319.23,0.3300,0.3400,865.2721,0.000623
2609.60,2765135.70,0.3200,0.3400,887.2651,0.000638
1991.04,2053160.78,0.3300,0.3400,676.9537,0.000704
2538.39,2689681.43,0.3200,0.3400,863.0537,0.000654
3279.33,3381648.85,0.3300,0.3400,1114.9734,0.000616
3250.87,3398459.09,0.3300,0.3400,1105.2957,0.000582
3095.88,3236432.31,0.3300,0.3400,1052.5990,0.000633
3263.49,3411657.20,0.3300,0.3400,1109.5881,0.000628
3131.85,3274036.96,0.3300,0.3500,1096.1478,0.000609
3185.32,3329935.66,0.3300,0.3400,1083.0095,0.000594
3186.13,3285541.32,0.3200,0.3600,1147.0082,0.000626
3314.66,3465146.34,0.3300,0.3400,1126.9847,0.000600
3313.45,3416832.34,0.3300,0.3400,1126.5739,0.000609
3097.22,3237835.66,0.3200,0.3500,1084.0276,0.000617
3284.40,3433507.41,0.3300,0.3400,1116.6946,0.000604
2755.43,2880524.63,0.3200,0.3500,964.3999,0.000605
3139.62,3282157.55,0.3300,0.3400,1067.4704,0.000590
2954.56,3046741.12,0.3300,0.3400,1004.5500,0.000652
3207.18,3398332.26,0.3200,0.3400,1090.4426,0.000580
3328.01,3431842.39,0.3300,0.3400,1131.5229,0.000610
2857.06,2986771.81,0.3300,0.3400,971.4008,0.000622
3088.99,3229234.24,0.3300,0.3400,1050.2579,0.000607
3221.23,3367478.42,0.3300,0.3500,1127.4320,0.000569
2965.60,3058125.74,0.3300,0.3400,1008.3037,0.000633
2678.74,2800353.59,0.3300,0.3400,910.7712,0.000758
3036.56,3131300.86,0.3300,0.3500,1062.7961,0.000605
2697.96,2820450.56,0.3300,0.3400,917.3074,0.000642
2884.25,3015200.02,0.3300,0.3400,980.6466,0.000625
1620.93,1694519.64,0.3300,0.3400,551.1160,0.000799
3178.54,3322844.16,0.3300,0.3400,1080.7031,0.000603
2792.67,2919459.34,0.3200,0.3500,977.4352,0.000634
2837.12,2965926.18,0.3300,0.3400,964.6211,0.000624
1290.27,1348851.01,0.3200,0.3500,451.5954,0.001029
3131.85,3274036.96,0.3300,0.3400,1064.8293,0.000606
3052.50,3191086.69,0.3200,0.3500,1068.3761,0.000595
3233.63,3380436.54,0.3300,0.3400,1099.4341,0.000596
3194.07,3293726.84,0.3300,0.3400,1085.9844,0.000611
3138.93,3326009.17,0.3200,0.3400,1067.2359,0.000616
3184.81,3284181.02,0.3300,0.3400,1082.8370,0.000605
2772.93,2898815.96,0.3300,0.3400,942.7946,0.000628
2937.12,3070461.42,0.3300,0.3400,998.6196,0.000620
2979.83,3115110.70,0.3300,0.3400,1013.1410,0.000646
2657.88,2778545.61,0.3200,0.3500,930.2573,0.000629
2986.68,3079863.81,0.3300,0.3400,1015.4710,0.000596
2729.11,2853010.21,0.3200,0.3500,955.1880,0.000648
2816.27,2944125.27,0.3300,0.3400,957.5307,0.000657
2807.18,2934620.89,0.3200,0.3500,982.5113,0.000634
3155.17,3298416.10,0.3300,0.3400,1072.7583,0.000620
3024.62,3118988.57,0.3300,0.3400,1028.3709,0.000615
3011.41,3148131.42,0.3300,0.3400,1023.8805,0.000480
2473.59,2585895.56,0.3300,0.3400,841.0221,0.000401
2950.55,3126401.51,0.3200,0.3800,1121.2085,0.000534
2450.02,2561250.49,0.3300,0.3400,833.0067,0.000644
2482.74,2560206.56,0.3300,0.3400,844.1333,0.000686
2835.59,2964328.25,0.3300,0.3400,964.1014,0.000634
2797.36,2924359.40,0.3300,0.3400,951.1022,0.000646
2568.19,2721249.17,0.3200,0.3700,950.2286,0.000646
2957.62,3049895.00,0.3300,0.3400,1005.5899,0.000594
2618.21,2737079.12,0.3200,0.3500,916.3743,0.000665
3151.10,3249409.17,0.3300,0.3400,1071.3723,0.000580
3250.98,3398569.57,0.3300,0.3400,1105.3316,0.000602
3060.26,3199192.09,0.3300,0.3400,1040.4872,0.000606
2928.34,3061290.23,0.3300,0.3400,995.6368,0.000636
3143.37,3286078.02,0.3300,0.3500,1100.1792,0.000597
3265.09,3413328.11,0.3300,0.3400,1110.1316,0.000617
3251.50,3399122.09,0.3200,0.3500,1138.0263,0.000563
2977.96,3070875.52,0.3300,0.3400,1012.5074,0.000645
3141.20,3283807.13,0.3300,0.3400,1068.0069,0.000595
2905.71,3037628.94,0.3200,0.3500,1016.9984,0.000625
1865.74,1923952.39,0.3300,0.3400,634.3520,0.000820
3015.41,3152308.30,0.3300,0.3400,1025.2390,0.000613
2494.45,2607697.87,0.3300,0.3400,848.1129,0.000617
1839.49,1922999.10,0.3300,0.3400,625.4254,0.000783
3138.53,3281024.42,0.3200,0.3500,1098.4872,0.000616
3022.06,3116349.35,0.3300,0.3400,1027.5008,0.000621
2766.94,2892559.70,0.3200,0.3500,968.4292,0.000647
2850.95,2980385.45,0.3300,0.3400,969.3238,0.000624
3175.61,3319784.06,0.3200,0.3500,1111.4640,0.000618
3057.64,3153034.70,0.3300,0.3400,1039.5964,0.000598
2916.90,3049324.74,0.3300,0.3400,991.7452,0.000598
2756.04,2881159.74,0.3300,0.3500,964.6125,0.000636
11.55,11576.35,0.3400,0.3400,3.9276,0.854852
2596.53,2714408.12,0.3300,0.3400,882.8188,0.000650
2033.59,2125920.20,0.3300,0.3400,691.4223,0.000703
2195.44,2263935.54,0.3300,0.3400,746.4489,0.000681
2260.86,2363500.71,0.3300,0.3400,768.6916,0.000650
2460.15,2571836.25,0.3300,0.3400,836.4495,0.000618
2182.45,2250545.61,0.3300,0.3400,742.0340,0.000700
2326.39,2432011.17,0.3300,0.3400,790.9736,0.000680
2372.03,2479719.15,0.3300,0.3400,806.4899,0.000683
2283.89,2355144.46,0.3300,0.3400,776.5216,0.000667
2221.43,2322285.41,0.3300,0.3400,755.2870,0.000713
2155.87,2253745.82,0.3300,0.3400,732.9956,0.000685
1851.30,1935352.49,0.3300,0.3400,629.4431,0.000711
2414.23,2523840.56,0.3200,0.3500,844.9820,0.000670
2392.29,2466926.63,0.3300,0.3400,813.3777,0.000679
2260.14,2362752.85,0.3300,0.3400,768.4484,0.000702
2485.27,2598106.22,0.3300,0.3400,844.9934,0.000620
2277.75,2381158.46,0.3200,0.3500,797.2120,0.000681
2314.87,2387092.29,0.3300,0.3400,787.0553,0.000675
2618.62,2737509.17,0.3300,0.3400,890.3320,0.000624
2367.98,2475491.36,0.3200,0.3500,828.7947,0.000685
2307.02,2378996.91,0.3300,0.3400,784.3861,0.000681
2147.77,2245274.91,0.3200,0.3500,751.7182,0.000708
2230.90,2332180.70,0.3300,0.3400,758.5053,0.000647
2174.67,2242519.14,0.3300,0.3400,739.3876,0.000692
2229.51,2362383.79,0.3200,0.3400,758.0318,0.000707
2364.01,2437767.43,0.3300,0.3400,803.7635,0.000602
2241.10,2342843.06,0.3200,0.3500,784.3840,0.000689
1827.69,1910662.72,0.3300,0.3400,621.4132,0.000696
2198.33,2298138.01,0.3200,0.3500,769.4168,0.000685
2169.76,2237458.77,0.3300,0.3400,737.7191,0.000708
2275.73,2379045.10,0.3300,0.3400,773.7472,0.000697
2256.37,2326767.30,0.3300,0.3500,789.7290,0.000692
2326.45,2432067.75,0.3300,0.3400,790.9920,0.000628
2476.53,2588969.51,0.3300,0.3500,866.7872,0.000657
2246.74,2348738.46,0.3300,0.3400,763.8904,0.000702
2669.23,2752509.08,0.3300,0.3400,907.5379,0.000649
1694.25,1771173.95,0.3200,0.3500,592.9892,0.000674
2243.11,2313093.02,0.3300,0.3400,762.6567,0.000664
2270.25,2373320.01,0.3300,0.3400,771.8852,0.000648
2073.01,2167126.18,0.3300,0.3400,704.8239,0.000704
1957.02,2018082.90,0.3300,0.3500,684.9583,0.000702
2063.09,2156753.52,0.3300,0.3400,701.4504,0.000711
1800.54,1882280.92,0.3300,0.3400,612.1824,0.000814
2144.17,2241519.79,0.3200,0.3500,750.4610,0.000685
2342.14,2415214.54,0.3300,0.3400,796.3275,0.000379
2284.15,2387848.33,0.3300,0.3500,799.4518,0.000515
2371.80,2479483.90,0.3300,0.3400,806.4134,0.000661
2144.17,2728676.19,0.1600,0.4900,1050.6454,0.000636
2265.16,2335832.56,0.3300,0.3400,770.1543,0.000575
1954.31,2043033.87,0.3300,0.3400,664.4648,0.000720
2337.87,2444008.04,0.3300,0.3500,818.2541,0.000649
2204.73,2304826.16,0.3300,0.3400,749.6087,0.000682
1902.33,1961686.99,0.3300,0.3500,665.8170,0.000735
2131.06,2227810.34,0.3300,0.3400,724.5605,0.000688
1838.34,1921797.16,0.3300,0.3400,625.0345,0.000654
2084.59,2149632.07,0.3300,0.3500,729.6075,0.000699
2659.93,2780688.92,0.3300,0.3400,904.3756,0.000659
2482.68,2560143.00,0.3300,0.3500,868.9391,0.000655
2541.75,2657143.58,0.3300,0.3400,864.1944,0.000678
2298.59,2402942.19,0.3300,0.3400,781.5194,0.000697
2138.95,2236054.07,0.3300,0.3400,727.2416,0.000708
2345.00,2451458.59,0.3300,0.3400,797.2986,0.000692
2309.79,2414653.30,0.3200,0.3500,808.4261,0.000677
2460.45,2537214.28,0.3300,0.3400,836.5524,0.000690
2347.20,2453760.21,0.3200,0.3500,821.5191,0.000655
2445.65,2521949.67,0.3300,0.3400,831.5195,0.000684
2410.05,2519461.11,0.3300,0.3400,819.4153,0.000673
2245.07,2346998.34,0.3300,0.3400,763.3245,0.000672
2601.39,2719492.21,0.3300,0.3400,884.4723,0.000649
2141.05,2238256.33,0.3300,0.3400,727.9579,0.000717
2089.32,2193872.70,0.3267,0.3366,703.3367,0.000723
1981.39,2061967.02,0.3333,0.3333,660.4635,0.000766
1940.47,2028296.91,0.3301,0.3398,659.3821,0.000769
1940.05,2036599.70,0.3269,0.3365,652.8998,0.000766
1922.62,2000805.67,0.3333,0.3333,640.8731,0.000763
1886.99,1972157.94,0.3302,0.3396,640.8659,0.000766
1904.80,1999109.91,0.3271,0.3364,640.8659,0.000764
1868.42,1944397.35,0.3333,0.3333,622.8050,0.000768
1804.90,1886141.97,0.3303,0.3394,612.6741,0.000789
1806.33,1895331.46,0.3273,0.3364,607.5833,0.000786
1776.37,1848608.51,0.3333,0.3333,592.1232,0.000788
1747.82,1826279.65,0.3304,0.3393,593.0087,0.000791
1720.75,1805143.98,0.3274,0.3363,578.6596,0.000793
1691.52,1760308.63,0.3333,0.3333,563.8400,0.000797
1706.36,1782773.20,0.3304,0.3391,578.6779,0.000795
1681.21,1763297.49,0.3276,0.3362,565.2338,0.000797
1659.29,1726769.91,0.3333,0.3333,553.0973,0.000798
1636.87,1709997.36,0.3305,0.3390,554.8697,0.000800
1604.05,1682046.72,0.3277,0.3361,539.1780,0.000808
1595.81,1660704.55,0.3333,0.3333,531.9361,0.000805
1574.05,1644213.76,0.3306,0.3388,533.3541,0.000807
1555.35,1630668.42,0.3279,0.3361,522.6992,0.000808
1538.13,1600685.28,0.3333,0.3333,512.7115,0.000809
1527.81,1595771.42,0.3306,0.3387,517.4836,0.000807
1510.52,1583386.71,0.3280,0.3360,507.5345,0.000808
1492.91,1553620.30,0.3333,0.3333,497.6362,0.000810
1476.86,1542427.87,0.3307,0.3386,500.0407,0.000811
1460.17,1530349.87,0.3281,0.3359,490.5260,0.000812
1428.37,1486452.67,0.3333,0.3333,476.1219,0.000827
1431.42,1494841.39,0.3308,0.3385,484.4801,0.000824
1416.42,1484251.84,0.3282,0.3359,475.7425,0.000825
1403.20,1460258.74,0.3333,0.3333,467.7318,0.000826
1365.60,1425995.71,0.3308,0.3383,462.0455,0.000853
1353.19,1417783.39,0.3284,0.3358,454.4307,0.000853
1342.74,1397340.39,0.3333,0.3333,447.5786,0.000853
1329.72,1388425.55,0.3309,0.3382,449.7590,0.000854
1308.25,1370492.74,0.3285,0.3358,439.2666,0.000863
1317.80,1371390.37,0.3333,0.3333,439.2666,0.000862
1274.17,1330320.56,0.3309,0.3381,430.8330,0.000912
1268.44,1328597.83,0.3286,0.3357,425.8326,0.000909
1253.16,1304116.75,0.3333,0.3333,417.7184,0.000913
1226.21,1280163.03,0.3310,0.3380,414.4935,0.000933
1218.33,1275938.45,0.3287,0.3357,408.9492,0.000932
1176.57,1224413.76,0.3333,0.3333,392.1889,0.000992
1162.98,1214068.01,0.3310,0.3379,393.0061,0.000996
1156.50,1211029.52,0.3288,0.3356,388.1403,0.000994
1148.76,1195476.85,0.3333,0.3333,382.9202,0.000993
1129.44,1178986.25,0.3311,0.3378,381.5687,0.001006
1115.47,1167919.39,0.3289,0.3356,374.3187,0.001012
1082.07,1126075.76,0.3333,0.3333,360.6905,0.001064
1076.23,1123366.95,0.3311,0.3377,363.4938,0.001062
1064.25,1114154.48,0.3289,0.3355,357.0828,0.001066
1059.64,1102737.07,0.3333,0.3333,353.2149,0.001064
1066.57,1113222.71,0.3312,0.3377,360.1407,0.001063
1061.19,1110829.65,0.3290,0.3355,356.0132,0.001061
1056.57,1099541.47,0.3333,0.3333,352.1914,0.001059
1044.89,1090532.76,0.3312,0.3376,352.7337,0.001064
1048.02,1096922.26,0.3291,0.3354,351.5521,0.001061
1043.57,1086005.70,0.3333,0.3333,347.8558,0.001059
1027.74,1072571.01,0.3313,0.3375,346.8609,0.001072
1023.33,1070965.94,0.3292,0.3354,343.2298,0.001070
1019.20,1060648.77,0.3333,0.3333,339.7337,0.001068
1025.49,1070173.89,0.3313,0.3374,346.0251,0.001067
1022.03,1069491.79,0.3293,0.3354,342.7539,0.001065
1018.34,1059755.10,0.3333,0.3333,339.4475,0.001063
1014.45,1058593.46,0.3313,0.3373,342.2230,0.001060
1011.23,1058081.94,0.3293,0.3353,339.0939,0.001058
1007.64,1048612.40,0.3333,0.3333,335.8784,0.001056
1013.63,1057693.12,0.3314,0.3373,341.8762,0.001056
1009.98,1056677.76,0.3294,0.3353,338.6407,0.001053
996.39,1036907.12,0.3333,0.3333,332.1291,0.001065
993.47,1036602.34,0.3314,0.3372,335.0064,0.001063
999.24,1045347.16,0.3295,0.3353,335.0064,0.001062
996.02,1036526.52,0.3333,0.3333,332.0072,0.001060
992.73,1035789.45,0.3314,0.3371,334.6929,0.001058
989.33,1034879.34,0.3295,0.3352,331.6489,0.001056
983.32,1023305.17,0.3333,0.3333,327.7723,0.001056
980.56,1023048.79,0.3315,0.3371,330.5275,0.001054
980.65,1025716.04,0.3296,0.3352,328.7095,0.001051
977.74,1017501.55,0.3333,0.3333,325.9134,0.001049
974.40,1016575.60,0.3315,0.3370,328.3895,0.001047
971.03,1015568.48,0.3297,0.3352,325.4548,0.001045
968.27,1007645.62,0.3333,0.3333,322.7564,0.001043
965.77,1007526.69,0.3315,0.3370,325.4217,0.001040
962.94,1007032.10,0.3297,0.3351,322.7166,0.001038
960.12,999168.93,0.3333,0.3333,320.0413,0.001036
957.35,998704.76,0.3316,0.3369,322.5295,0.001034
962.47,1006455.71,0.3298,0.3351,322.5295,0.001035
952.26,990981.28,0.3333,0.3333,317.4187,0.001043
949.95,990950.45,0.3316,0.3368,319.9840,0.001041
946.04,989202.25,0.3298,0.3351,316.9980,0.001040
946.28,984760.97,0.3333,0.3333,315.4263,0.001037
943.49,984175.71,0.3316,0.3368,317.7567,0.001035
941.24,984115.28,0.3299,0.3351,315.3656,0.001033
938.72,976897.79,0.3333,0.3333,312.9077,0.001031
931.70,971839.82,0.3316,0.3367,313.7359,0.001035
927.53,969702.39,0.3299,0.3350,310.7447,0.001034
925.07,962684.37,0.3333,0.3333,308.3550,0.001032
922.93,962660.64,0.3317,0.3367,310.7362,0.001030
927.57,969682.35,0.3300,0.3350,310.7362,0.001031
925.40,963034.58,0.3333,0.3333,308.4672,0.001029
918.24,957738.03,0.3317,0.3366,309.1120,0.001033
920.67,962406.63,0.3300,0.3350,308.4026,0.001031
918.66,956016.99,0.3333,0.3333,306.2194,0.001029
916.46,955848.82,0.3317,0.3366,308.4681,0.001027
914.44,955827.32,0.3301,0.3350,306.2923,0.001026
912.35,949450.61,0.3333,0.3333,304.1161,0.001024
910.43,949523.78,0.3317,0.3365,306.3940,0.001022
908.73,949802.38,0.3301,0.3349,304.3597,0.001020
906.41,943267.55,0.3333,0.3333,302.1357,0.001018
904.32,943122.25,0.3318,0.3365,304.2966,0.001016
901.86,942557.78,0.3302,0.3349,302.0364,0.001015
906.11,942957.66,0.3333,0.3333,302.0364,0.001015
904.03,942796.67,0.3318,0.3364,304.1607,0.001014
902.21,942871.29,0.3302,0.3349,302.1351,0.001012
898.27,934804.40,0.3333,0.3333,299.4249,0.001012
896.80,935223.91,0.3318,0.3364,301.6878,0.001010
897.21,937594.40,0.3303,0.3349,300.4424,0.001008
895.62,932039.39,0.3333,0.3333,298.5392,0.001006
893.92,932192.37,0.3318,0.3364,300.6810,0.001004
892.12,932222.96,0.3303,0.3348,298.7195,0.001002
896.16,932602.41,0.3333,0.3333,298.7195,0.001003
894.36,932633.88,0.3318,0.3363,300.7953,0.001001
892.97,933059.06,0.3304,0.3348,298.9858,0.000999
891.44,927690.46,0.3333,0.3333,297.1462,0.000997
889.70,927748.93,0.3319,0.3363,299.1926,0.000996
888.33,928155.22,0.3304,0.3348,297.4129,0.000994
888.52,924654.92,0.3333,0.3333,296.1739,0.000992
892.42,930555.01,0.3319,0.3362,300.0709,0.000992
890.94,930839.73,0.3304,0.3348,298.2716,0.000990
887.29,923374.16,0.3333,0.3333,295.7637,0.000991
886.00,923834.84,0.3319,0.3362,297.8782,0.000989
886.42,926065.98,0.3305,0.3348,296.7404,0.000987
884.96,920943.95,0.3333,0.3333,294.9853,0.000985
888.74,926669.69,0.3319,0.3362,298.7671,0.000986
886.81,926435.72,0.3305,0.3347,296.8574,0.000984
885.19,921188.17,0.3333,0.3333,295.0635,0.000983
880.18,917725.29,0.3319,0.3361,295.8591,0.000986
882.23,921603.22,0.3305,0.3347,295.3076,0.000984
880.87,916695.11,0.3333,0.3333,293.6243,0.000983
879.49,916981.42,0.3320,0.3361,295.5956,0.000981
878.29,917447.57,0.3306,0.3347,293.9746,0.000979
881.92,917788.73,0.3333,0.3333,293.9746,0.000980
880.33,917833.82,0.3320,0.3361,295.8473,0.000979
878.80,917937.64,0.3306,0.3347,294.1303,0.000977
882.39,918274.82,0.3333,0.3333,294.1303,0.000978
876.47,913790.35,0.3320,0.3360,294.5215,0.000983
875.07,913999.40,0.3306,0.3347,292.8671,0.000982
873.72,909255.51,0.3333,0.3333,291.2414,0.000980
872.38,909509.65,0.3320,0.3360,293.1201,0.000978
870.94,909644.20,0.3307,0.3347,291.4703,0.000977
868.09,903396.94,0.3333,0.3333,289.3648,0.000977
868.47,905409.21,0.3320,0.3360,291.7774,0.000975
866.94,905425.19,0.3307,0.3346,290.1172,0.000973
865.50,900695.11,0.3333,0.3333,288.4994,0.000972
868.89,905833.80,0.3320,0.3359,291.8935,0.000973
867.70,906183.64,0.3307,0.3346,290.3591,0.000971
866.10,901318.62,0.3333,0.3333,288.6991,0.000970
864.89,901645.97,0.3320,0.3359,290.5239,0.000968
863.87,902143.72,0.3308,0.3346,289.0634,0.000967
862.70,897787.71,0.3333,0.3333,287.5681,0.000965
861.42,898007.23,0.3321,0.3359,289.3319,0.000964
858.66,896670.16,0.3308,0.3346,287.3085,0.000964
859.06,893991.16,0.3333,0.3333,286.3521,0.000962
858.09,894516.65,0.3321,0.3358,288.1882,0.000960
857.09,894999.53,0.3308,0.3346,286.7721,0.000959
855.89,890696.12,0.3333,0.3333,285.2966,0.000957
854.35,890601.84,0.3321,0.3358,286.9084,0.000956
852.93,890615.88,0.3309,0.3346,285.3664,0.000955
851.64,886274.39,0.3333,0.3333,283.8803,0.000954
854.80,891049.88,0.3321,0.3358,287.0346,0.000955
853.46,891139.69,0.3309,0.3346,285.5332,0.000953
852.54,887211.56,0.3333,0.3333,284.1805,0.000952
850.13,886169.58,0.3321,0.3358,285.4448,0.000952
850.57,888092.27,0.3309,0.3345,284.5557,0.000950
849.48,884024.56,0.3333,0.3333,283.1597,0.000948
848.48,884435.13,0.3321,0.3357,284.8689,0.000947
851.54,889072.68,0.3309,0.3345,284.8689,0.000948
844.62,878965.39,0.3333,0.3333,281.5392,0.000960
841.88,877536.91,0.3321,0.3357,282.6303,0.000960
843.54,880690.93,0.3310,0.3345,282.1823,0.000959
838.99,873104.84,0.3333,0.3333,279.6620,0.000964
836.54,871961.62,0.3322,0.3357,280.8183,0.000964
835.96,872745.26,0.3310,0.3345,279.6355,0.000962
835.05,869011.06,0.3333,0.3333,278.3508,0.000961
837.98,873447.10,0.3322,0.3357,281.2808,0.000962
832.89,869511.47,0.3310,0.3345,278.5984,0.000968
831.53,865344.30,0.3333,0.3333,277.1763,0.000967
830.62,865756.15,0.3322,0.3356,278.7885,0.000965
833.49,870107.55,0.3310,0.3345,278.7885,0.000966
828.84,862551.30,0.3333,0.3333,276.2816,0.000971
827.27,862251.36,0.3322,0.3356,277.6448,0.000970
826.33,862608.51,0.3311,0.3345,276.3849,0.000969
825.44,859009.53,0.3333,0.3333,275.1472,0.000968
824.91,859784.18,0.3322,0.3356,276.8356,0.000966
824.08,860224.39,0.3311,0.3345,275.6201,0.000965
823.39,856869.58,0.3333,0.3333,274.4618,0.000963
822.62,857382.62,0.3322,0.3356,276.0479,0.000962
821.69,857709.76,0.3311,0.3344,274.8136,0.000960
820.93,854319.62,0.3333,0.3333,273.6450,0.000959
819.96,854599.29,0.3322,0.3355,275.1376,0.000958
819.20,855078.20,0.3311,0.3344,273.9696,0.000956
815.07,848221.23,0.3333,0.3333,271.6916,0.000961
814.24,848618.61,0.3322,0.3355,273.1984,0.000959
816.92,852673.73,0.3311,0.3344,273.1984,0.000960
816.10,849283.65,0.3333,0.3333,272.0319,0.000959
811.57,845823.20,0.3322,0.3355,272.2851,0.000965
810.79,846250.64,0.3312,0.3344,271.1397,0.000964
810.16,843111.24,0.3333,0.3333,270.0548,0.000962
806.31,840330.01,0.3323,0.3355,270.5037,0.000966
804.81,839990.06,0.3312,0.3344,269.1330,0.000965
801.97,834579.12,0.3333,0.3333,267.3219,0.000967
801.42,835224.65,0.3323,0.3355,268.8475,0.000966
800.73,835707.47,0.3312,0.3344,267.7601,0.000964
