timestamp_density,traffic_rate,duplicate_ratio,src_ip_diversity,flow_pair_density,time_delta_std
261.25,271878.93,0.3327,0.3346,87.4110,0.002404
261.11,271805.18,0.3325,0.3350,87.4709,0.002405
260.93,271695.49,0.3323,0.3348,87.3563,0.002407
260.81,271414.47,0.3327,0.3346,87.2611,0.002407
260.79,271474.11,0.3325,0.3350,87.3636,0.002406
260.69,271440.68,0.3323,0.3348,87.2738,0.002406
260.52,271109.38,0.3327,0.3346,87.1624,0.002408
260.39,271054.64,0.3325,0.3350,87.2279,0.002408
260.28,271013.79,0.3323,0.3348,87.1359,0.002408
260.17,270752.35,0.3327,0.3346,87.0470,0.002408
260.00,270647.15,0.3325,0.3350,87.0960,0.002410
259.94,270659.58,0.3323,0.3348,87.0214,0.002409
259.63,270185.50,0.3327,0.3346,86.8642,0.002415
259.52,270148.23,0.3325,0.3350,86.9347,0.002416
259.41,270106.44,0.3323,0.3348,86.8430,0.002416
259.37,269919.58,0.3327,0.3346,86.7781,0.002415
259.26,269882.86,0.3325,0.3350,86.8485,0.002415
259.10,269791.33,0.3323,0.3348,86.7411,0.002416
259.00,269530.31,0.3327,0.3346,86.6523,0.002416
258.84,269438.99,0.3325,0.3350,86.7049,0.002418
258.73,269400.23,0.3323,0.3348,86.6147,0.002418
258.63,269146.29,0.3327,0.3346,86.5283,0.002418
258.38,268963.93,0.3325,0.3350,86.5513,0.002422
258.27,268925.37,0.3323,0.3348,86.4615,0.002422
258.09,268589.79,0.3327,0.3346,86.3488,0.002423
258.01,268578.24,0.3325,0.3350,86.4265,0.002423
257.82,268455.62,0.3323,0.3348,86.3098,0.002425
257.65,268128.94,0.3327,0.3346,86.2000,0.002427
257.54,268088.25,0.3325,0.3350,86.2681,0.002427
257.44,268059.40,0.3323,0.3348,86.1819,0.002427
257.28,267747.01,0.3327,0.3346,86.0767,0.002428
257.21,267745.60,0.3325,0.3350,86.1571,0.002428
256.96,267556.99,0.3323,0.3348,86.0198,0.002432
256.85,267299.06,0.3327,0.3346,85.9321,0.002432
256.62,267131.97,0.3325,0.3350,85.9589,0.002435
256.45,267029.55,0.3323,0.3348,85.8496,0.002437
256.07,266482.57,0.3327,0.3346,85.6690,0.002447
255.93,266407.77,0.3325,0.3350,85.7251,0.002448
255.78,266330.91,0.3323,0.3348,85.6244,0.002449
255.65,266049.55,0.3327,0.3346,85.5292,0.002450
255.49,265956.02,0.3325,0.3350,85.5790,0.002451
255.32,265853.92,0.3323,0.3348,85.4705,0.002453
255.12,265498.60,0.3327,0.3345,85.3516,0.002455
255.02,265465.32,0.3325,0.3350,85.4204,0.002455
254.86,265367.92,0.3323,0.3348,85.3137,0.002456
254.70,265055.67,0.3327,0.3345,85.2086,0.002458
254.65,265081.48,0.3325,0.3350,85.2962,0.002457
254.55,265046.84,0.3323,0.3347,85.2099,0.002457
254.45,264794.55,0.3327,0.3345,85.1241,0.002457
254.28,264695.11,0.3325,0.3349,85.1712,0.002459
254.14,264617.53,0.3323,0.3347,85.0713,0.002460
254.06,264390.64,0.3327,0.3345,84.9937,0.002459
254.03,264429.31,0.3325,0.3349,85.0850,0.002459
253.92,264389.94,0.3323,0.3347,84.9975,0.002459
253.82,264146.98,0.3327,0.3345,84.9148,0.002459
253.66,264049.91,0.3325,0.3349,84.9622,0.002460
253.37,263816.51,0.3323,0.3347,84.8126,0.002467
253.15,263440.22,0.3327,0.3345,84.6871,0.002470
252.93,263283.15,0.3325,0.3349,84.7148,0.002473
252.72,263142.73,0.3323,0.3347,84.5955,0.002476
252.58,262851.48,0.3327,0.3345,84.4972,0.002477
252.35,262687.87,0.3325,0.3349,84.5225,0.002480
252.16,262562.61,0.3323,0.3347,84.4084,0.002482
251.95,262196.84,0.3327,0.3345,84.2863,0.002485
251.67,261975.68,0.3325,0.3349,84.2927,0.002491
251.43,261799.30,0.3323,0.3347,84.1625,0.002495
251.21,261421.31,0.3327,0.3345,84.0364,0.002499
251.11,261389.47,0.3325,0.3349,84.1034,0.002499
251.02,261368.22,0.3323,0.3347,84.0233,0.002499
250.74,260936.91,0.3327,0.3345,83.8802,0.002505
250.51,260770.95,0.3325,0.3349,83.9037,0.002508
250.33,260647.69,0.3323,0.3347,83.7912,0.002510
250.18,260355.67,0.3327,0.3345,83.6928,0.002511
250.09,260327.77,0.3325,0.3349,83.7604,0.002511
249.88,260186.36,0.3323,0.3347,83.6423,0.002514
249.66,259808.56,0.3327,0.3345,83.5164,0.002518
249.20,259400.32,0.3325,0.3349,83.4614,0.002535
248.88,259137.88,0.3323,0.3347,83.3047,0.002543
248.60,258711.87,0.3327,0.3345,83.1633,0.002549
248.39,258565.12,0.3325,0.3349,83.1920,0.002552
248.25,258485.72,0.3323,0.3347,83.0945,0.002553
248.10,258194.46,0.3327,0.3345,82.9965,0.002554
247.98,258129.40,0.3325,0.3349,83.0511,0.002555
247.89,258110.39,0.3323,0.3347,82.9734,0.002555
247.75,257825.33,0.3327,0.3345,82.8773,0.002556
247.60,257741.14,0.3325,0.3349,82.9256,0.002557
247.46,257662.06,0.3323,0.3347,82.8287,0.002558
247.37,257430.35,0.3327,0.3345,82.7498,0.002558
247.29,257416.08,0.3325,0.3349,82.8203,0.002558
247.20,257392.43,0.3323,0.3347,82.7415,0.002557
247.11,257160.50,0.3327,0.3345,82.6625,0.002557
247.08,257200.59,0.3325,0.3349,82.7503,0.002557
247.00,257181.86,0.3323,0.3347,82.6733,0.002557
246.86,256900.58,0.3327,0.3345,82.5785,0.002558
246.78,256886.20,0.3325,0.3349,82.6485,0.002557
246.70,256868.11,0.3324,0.3347,82.5719,0.002557
246.61,256642.93,0.3327,0.3345,82.4951,0.002557
246.47,256560.92,0.3325,0.3349,82.5432,0.002558
246.37,256525.45,0.3324,0.3347,82.4612,0.002558
246.37,256384.32,0.3327,0.3345,82.4115,0.002558
246.23,256311.41,0.3325,0.3349,82.4623,0.002559
246.08,256224.88,0.3324,0.3347,82.3641,0.002560
245.99,255998.17,0.3327,0.3345,82.2869,0.002560
245.85,255912.76,0.3326,0.3349,82.3334,0.002561
245.71,255836.35,0.3324,0.3347,82.2387,0.002562
245.60,255584.08,0.3327,0.3345,82.1532,0.002562
245.53,255578.34,0.3326,0.3349,82.2252,0.002562
245.40,255517.34,0.3324,0.3347,82.1356,0.002563
245.32,255292.15,0.3327,0.3345,82.0589,0.002563
245.23,255274.94,0.3326,0.3349,82.1270,0.002563
245.15,255252.93,0.3324,0.3347,82.0501,0.002562
245.00,254960.30,0.3327,0.3345,81.9517,0.002564
244.93,254960.96,0.3326,0.3349,82.0253,0.002563
244.87,254967.95,0.3324,0.3347,81.9580,0.002563
244.74,254689.98,0.3328,0.3345,81.8644,0.002564
244.66,254673.74,0.3326,0.3349,81.9323,0.002564
244.57,254648.28,0.3324,0.3347,81.8548,0.002564
244.43,254368.83,0.3328,0.3345,81.7606,0.002565
244.40,254401.10,0.3326,0.3349,81.8439,0.002564
244.20,254269.85,0.3324,0.3347,81.7326,0.002567
244.01,253928.53,0.3328,0.3345,81.6186,0.002570
243.92,253910.10,0.3326,0.3349,81.6854,0.002570
243.85,253897.20,0.3324,0.3347,81.6123,0.002570
243.75,253662.57,0.3328,0.3345,81.5326,0.002570
243.64,253612.57,0.3326,0.3349,81.5890,0.002570
243.56,253597.36,0.3324,0.3347,81.5154,0.002570
243.40,253300.26,0.3328,0.3345,81.4157,0.002572
243.34,253304.58,0.3326,0.3349,81.4893,0.002571
243.12,253142.82,0.3324,0.3347,81.3688,0.002575
243.04,252926.52,0.3328,0.3345,81.2951,0.002575
242.90,252843.41,0.3326,0.3349,81.3404,0.002576
242.81,252821.30,0.3324,0.3347,81.2650,0.002576
242.73,252606.11,0.3328,0.3345,81.1916,0.002576
242.60,252530.82,0.3326,0.3349,81.2392,0.002577
242.39,252381.69,0.3324,0.3347,81.1232,0.002581
242.37,252228.26,0.3328,0.3345,81.0697,0.002580
242.32,252241.65,0.3326,0.3349,81.1456,0.002579
242.14,252116.34,0.3324,0.3347,81.0374,0.002582
242.06,251899.34,0.3328,0.3345,80.9635,0.002582
241.87,251772.11,0.3326,0.3349,80.9939,0.002584
241.80,251760.13,0.3324,0.3347,80.9224,0.002584
241.70,251524.53,0.3328,0.3345,80.8425,0.002585
241.64,251529.35,0.3326,0.3349,80.9152,0.002584
241.51,251462.49,0.3324,0.3347,80.8263,0.002585
241.43,251249.61,0.3328,0.3345,80.7537,0.002585
241.29,251171.94,0.3326,0.3349,80.7996,0.002586
241.16,251099.44,0.3324,0.3347,80.7091,0.002587
241.03,250832.48,0.3328,0.3345,80.6191,0.002588
240.96,250822.87,0.3326,0.3349,80.6867,0.002588
240.84,250764.82,0.3324,0.3347,80.6011,0.002588
240.76,250551.50,0.3328,0.3345,80.5284,0.002588
240.65,250502.10,0.3326,0.3349,80.5830,0.002589
240.52,250426.73,0.3324,0.3347,80.4919,0.002590
240.40,250176.84,0.3328,0.3345,80.4075,0.002591
240.36,250201.01,0.3326,0.3349,80.4855,0.002590
240.24,250136.56,0.3324,0.3347,80.3982,0.002591
240.16,249924.56,0.3328,0.3345,80.3259,0.002591
240.08,249907.33,0.3326,0.3348,80.3905,0.002591
239.91,249798.66,0.3324,0.3347,80.2891,0.002593
239.84,249595.09,0.3328,0.3345,80.2196,0.002592
239.72,249529.24,0.3326,0.3348,80.2683,0.002593
239.63,249508.19,0.3324,0.3347,80.1953,0.002593
239.52,249263.27,0.3328,0.3345,80.1125,0.002594
239.36,249153.44,0.3326,0.3348,80.1468,0.002596
239.12,248969.33,0.3324,0.3347,80.0216,0.002601
238.88,248598.53,0.3328,0.3345,79.8984,0.002606
238.75,248528.01,0.3326,0.3348,79.9450,0.002607
238.55,248376.25,0.3324,0.3347,79.8305,0.002611
238.38,248071.50,0.3328,0.3345,79.7285,0.002613
238.32,248076.84,0.3326,0.3348,79.7993,0.002613
238.24,248058.53,0.3324,0.3347,79.7280,0.002613
238.07,247751.00,0.3328,0.3345,79.6251,0.002615
237.93,247673.54,0.3326,0.3348,79.6690,0.002616
237.83,247627.90,0.3324,0.3346,79.5891,0.002617
237.75,247421.47,0.3328,0.3345,79.5187,0.002617
237.67,247402.04,0.3326,0.3348,79.5811,0.002616
237.60,247393.43,0.3324,0.3346,79.5133,0.002616
237.46,247118.36,0.3328,0.3345,79.4208,0.002618
237.41,247128.00,0.3326,0.3348,79.4924,0.002617
237.25,247023.43,0.3324,0.3346,79.3939,0.002619
237.15,246789.55,0.3328,0.3345,79.3147,0.002620
237.03,246731.47,0.3326,0.3348,79.3643,0.002620
236.95,246714.24,0.3324,0.3346,79.2941,0.002620
236.93,246567.80,0.3328,0.3345,79.2430,0.002620
236.86,246550.64,0.3326,0.3348,79.3056,0.002619
236.70,246448.71,0.3324,0.3346,79.2083,0.002621
236.56,246182.78,0.3322,0.3350,79.2511,0.002623
236.33,246000.53,0.3320,0.3354,79.2602,0.002628
236.30,246036.98,0.3318,0.3352,79.2075,0.002627
236.12,245724.52,0.3322,0.3350,79.1029,0.002630
235.97,245632.96,0.3320,0.3354,79.1409,0.002632
235.85,245565.81,0.3318,0.3352,79.0551,0.002633
235.78,245366.06,0.3322,0.3350,78.9869,0.002633
235.66,245302.29,0.3320,0.3354,79.0336,0.002633
235.54,245239.36,0.3318,0.3352,78.9494,0.002634
235.47,245041.14,0.3322,0.3350,78.8816,0.002634
235.32,244955.33,0.3320,0.3354,78.9211,0.002636
235.28,244967.69,0.3319,0.3352,78.8613,0.002635
235.26,244824.60,0.3322,0.3350,78.8112,0.002635
235.09,244714.34,0.3320,0.3354,78.8427,0.002637
234.97,244651.89,0.3319,0.3352,78.7589,0.002638
234.86,244406.67,0.3322,0.3350,78.6761,0.002638
234.79,244396.23,0.3320,0.3354,78.7394,0.002638
234.67,244337.50,0.3319,0.3352,78.6571,0.002639
234.55,244089.34,0.3322,0.3350,78.5733,0.002640
234.49,244085.47,0.3320,0.3354,78.6385,0.002640
234.43,244082.33,0.3319,0.3352,78.5743,0.002639
234.38,243908.68,0.3322,0.3350,78.5145,0.002639
234.26,243847.54,0.3320,0.3354,78.5611,0.002640
234.15,243789.81,0.3319,0.3352,78.4795,0.002641
233.93,243446.36,0.3322,0.3350,78.3650,0.002645
233.77,243337.93,0.3320,0.3354,78.3962,0.002647
233.69,243317.80,0.3319,0.3352,78.3269,0.002647
233.54,243039.76,0.3322,0.3350,78.2335,0.002649
233.41,242963.24,0.3320,0.3354,78.2747,0.002650
233.26,242871.74,0.3319,0.3352,78.1826,0.002652
233.15,242636.29,0.3322,0.3350,78.1030,0.002653
233.00,242535.78,0.3321,0.3353,78.1363,0.002655
232.81,242397.76,0.3319,0.3352,78.0294,0.002658
232.66,242122.24,0.3322,0.3350,77.9369,0.002660
232.55,242066.25,0.3321,0.3353,77.9843,0.002661
232.34,241911.64,0.3319,0.3352,77.8723,0.002665
232.21,241656.77,0.3322,0.3350,77.7864,0.002666
232.13,241635.10,0.3321,0.3353,77.8446,0.002666
232.00,241555.55,0.3319,0.3352,77.7570,0.002668
231.87,241295.10,0.3322,0.3350,77.6694,0.002669
231.75,241235.09,0.3321,0.3353,77.7150,0.002670
231.69,241235.16,0.3319,0.3352,77.6533,0.002670
231.63,241049.22,0.3322,0.3350,77.5896,0.002669
231.47,240942.29,0.3321,0.3353,77.6200,0.002672
231.41,240941.76,0.3319,0.3352,77.5582,0.002671
231.36,240769.33,0.3322,0.3350,77.4989,0.002671
231.25,240711.26,0.3321,0.3353,77.5448,0.002672
231.05,240566.86,0.3319,0.3357,77.5628,0.002676
230.94,240515.19,0.3317,0.3361,77.6105,0.002676
230.88,240509.75,0.3315,0.3364,77.6731,0.002676
230.77,240452.10,0.3313,0.3368,77.7186,0.002677
230.66,240397.16,0.3312,0.3371,77.7649,0.002678
230.52,240306.66,0.3310,0.3375,77.7996,0.002679
230.46,240307.42,0.3308,0.3373,77.7384,0.002679
230.40,240297.87,0.3306,0.3371,77.6741,0.002679
230.29,240249.48,0.3304,0.3370,77.5973,0.002679
230.15,240154.27,0.3303,0.3368,77.5055,0.002681
230.03,240093.17,0.3301,0.3366,77.4249,0.002682
229.97,240091.37,0.3299,0.3364,77.3635,0.002682
229.87,239862.35,0.3303,0.3362,77.2859,0.002683
229.76,239629.48,0.3306,0.3360,77.2071,0.002683
229.68,239604.95,0.3304,0.3359,77.1386,0.002683
229.59,239570.48,0.3303,0.3362,77.1911,0.002684
229.47,239327.19,0.3306,0.3360,77.1090,0.002685
229.37,239109.71,0.3310,0.3359,77.0352,0.002685
229.27,238885.79,0.3314,0.3357,76.9593,0.002686
229.16,238650.68,0.3317,0.3355,76.8798,0.002687
229.07,238441.74,0.3321,0.3353,76.8087,0.002687
228.96,238383.19,0.3319,0.3351,76.7297,0.002688
228.87,238353.11,0.3317,0.3355,76.7832,0.002688
228.68,238213.38,0.3315,0.3353,76.6782,0.002692
228.61,238018.91,0.3319,0.3351,76.6119,0.002692
228.43,237717.42,0.3323,0.3349,76.5111,0.002695
228.16,237499.76,0.3321,0.3353,76.5039,0.002703
228.01,237403.43,0.3319,0.3351,76.4132,0.002705
227.87,237133.65,0.3323,0.3349,76.3226,0.002707
227.72,237039.16,0.3321,0.3353,76.3548,0.002709
227.58,236953.17,0.3319,0.3351,76.2676,0.002711
227.54,236794.33,0.3323,0.3349,76.2128,0.002710
227.48,236791.58,0.3321,0.3353,76.2744,0.002710
227.36,236725.86,0.3319,0.3351,76.1939,0.002711
227.26,236503.88,0.3323,0.3349,76.1188,0.002712
227.17,236468.70,0.3321,0.3353,76.1697,0.002712
227.07,236421.07,0.3319,0.3351,76.0952,0.002713
226.98,236215.18,0.3323,0.3349,76.0252,0.002713
226.89,236169.67,0.3321,0.3353,76.0727,0.002714
226.71,236041.69,0.3319,0.3351,75.9725,0.002717
226.56,235769.43,0.3323,0.3349,75.8812,0.002719
226.45,235721.29,0.3321,0.3353,75.9276,0.002720
226.35,235665.01,0.3319,0.3351,75.8507,0.002721
226.25,235454.90,0.3323,0.3349,75.7794,0.002721
226.13,235387.92,0.3321,0.3353,75.8195,0.002722
226.02,235322.21,0.3319,0.3351,75.7398,0.002723
225.87,235059.73,0.3323,0.3349,75.6516,0.002725
225.78,235013.82,0.3321,0.3353,75.6984,0.002726
225.60,234887.35,0.3319,0.3351,75.5992,0.002729
225.47,234637.17,0.3323,0.3349,75.5151,0.002731
225.17,234382.41,0.3321,0.3353,75.4943,0.002742
225.02,234284.02,0.3319,0.3351,75.4045,0.002744
224.74,233877.26,0.3323,0.3349,75.2699,0.002754
224.59,233776.98,0.3321,0.3353,75.2987,0.002757
224.50,233740.39,0.3319,0.3351,75.2289,0.002757
224.35,233472.37,0.3323,0.3349,75.1391,0.002759
224.21,233381.54,0.3321,0.3353,75.1706,0.002761
224.07,233298.85,0.3319,0.3351,75.0862,0.002763
223.94,233043.37,0.3323,0.3349,75.0004,0.002765
223.84,233000.28,0.3321,0.3353,75.0472,0.002765
223.73,232938.55,0.3319,0.3351,74.9697,0.002766
223.68,232775.88,0.3323,0.3349,74.9138,0.002766
223.60,232751.79,0.3321,0.3353,74.9665,0.002766
223.47,232666.83,0.3319,0.3351,74.8817,0.002768
223.40,232485.20,0.3323,0.3349,74.8197,0.002768
223.37,232505.07,0.3321,0.3353,74.8864,0.002767
223.29,232477.18,0.3319,0.3351,74.8201,0.002767
223.24,232314.62,0.3323,0.3349,74.7642,0.002767
223.14,232267.09,0.3321,0.3353,74.8090,0.002767
223.04,232224.25,0.3319,0.3351,74.7381,0.002768
222.92,231984.24,0.3323,0.3349,74.6573,0.002769
222.83,231948.20,0.3321,0.3353,74.7057,0.002770
222.66,231828.15,0.3319,0.3351,74.6101,0.002773
222.53,231580.20,0.3323,0.3349,74.5268,0.002775
222.23,231322.87,0.3321,0.3353,74.5036,0.002787
222.15,231292.14,0.3319,0.3351,74.4370,0.002787
221.97,231000.63,0.3323,0.3349,74.3397,0.002790
221.90,230982.00,0.3321,0.3353,74.3932,0.002790
221.77,230902.03,0.3319,0.3351,74.3109,0.002792
221.62,230637.37,0.3323,0.3349,74.2223,0.002794
221.55,230616.38,0.3321,0.3352,74.2748,0.002794
221.50,230619.26,0.3319,0.3351,74.2194,0.002794
221.33,230327.83,0.3323,0.3349,74.1221,0.002798
221.22,230269.02,0.3321,0.3352,74.1623,0.002799
221.16,230260.13,0.3319,0.3351,74.1033,0.002798
221.06,230054.19,0.3323,0.3349,74.0335,0.002799
220.94,229984.44,0.3321,0.3352,74.0700,0.002800
220.81,229899.18,0.3319,0.3351,73.9865,0.002802
220.77,229745.57,0.3323,0.3349,73.9336,0.002802
220.70,229732.81,0.3321,0.3352,73.9884,0.002801
220.66,229741.32,0.3319,0.3351,73.9352,0.002801
220.53,229496.32,0.3323,0.3349,73.8529,0.002803
220.44,229456.49,0.3321,0.3352,73.8987,0.002803
220.28,229348.07,0.3320,0.3351,73.8081,0.002806
220.19,229146.32,0.3323,0.3349,73.7397,0.002807
220.07,229069.51,0.3321,0.3352,73.7735,0.002808
220.01,229069.78,0.3320,0.3351,73.7180,0.002808
219.93,228875.65,0.3323,0.3349,73.6521,0.002808
219.85,228840.53,0.3321,0.3352,73.6991,0.002808
219.72,228763.71,0.3320,0.3351,73.6190,0.002810
219.56,228492.53,0.3323,0.3349,73.5283,0.002813
219.45,228424.59,0.3321,0.3352,73.5645,0.002814
219.32,228346.56,0.3320,0.3351,73.4842,0.002816
219.15,228060.91,0.3323,0.3349,73.3889,0.002820
219.09,228048.84,0.3321,0.3352,73.4429,0.002819
219.02,228029.40,0.3320,0.3351,73.3816,0.002819
218.91,227810.09,0.3323,0.3349,73.3076,0.002820
218.81,227766.30,0.3321,0.3352,73.3513,0.002821
218.68,227682.58,0.3320,0.3350,73.2695,0.002823
218.56,227451.42,0.3323,0.3349,73.1917,0.002824
218.48,227418.17,0.3321,0.3352,73.2386,0.002825
218.48,227466.51,0.3320,0.3350,73.1994,0.002824
218.39,227273.32,0.3323,0.3349,73.1339,0.002824
218.37,227299.37,0.3321,0.3352,73.1997,0.002824
218.28,227262.66,0.3320,0.3350,73.1333,0.002824
218.24,227111.72,0.3323,0.3349,73.0813,0.002824
218.19,227119.22,0.3321,0.3352,73.1411,0.002823
218.08,227052.47,0.3320,0.3350,73.0651,0.002824
218.07,226938.66,0.3323,0.3349,73.0251,0.002824
217.94,226858.30,0.3321,0.3352,73.0565,0.002825
217.83,226792.73,0.3320,0.3350,72.9810,0.002827
217.71,226567.32,0.3323,0.3349,72.9051,0.002828
217.63,226534.77,0.3321,0.3352,72.9517,0.002828
217.62,226579.98,0.3320,0.3350,72.9121,0.002828
217.58,226428.07,0.3323,0.3349,72.8598,0.002827
217.53,226424.39,0.3321,0.3352,72.9155,0.002827
217.45,226398.85,0.3320,0.3350,72.8532,0.002827
217.27,226102.54,0.3323,0.3349,72.7546,0.002832
217.06,225943.30,0.3321,0.3352,72.7600,0.002837
216.95,225874.02,0.3320,0.3350,72.6839,0.002839
216.82,225641.81,0.3323,0.3349,72.6058,0.002840
216.74,225606.10,0.3321,0.3352,72.6508,0.002841
216.73,225645.87,0.3320,0.3350,72.6099,0.002840
216.62,225426.20,0.3323,0.3349,72.5359,0.002841
216.54,225394.38,0.3321,0.3352,72.5821,0.002842
216.47,225381.38,0.3320,0.3350,72.5243,0.002841
216.35,225144.65,0.3323,0.3349,72.4448,0.002843
216.27,225114.76,0.3322,0.3352,72.4914,0.002844
216.18,225080.00,0.3320,0.3350,72.4268,0.002844
216.11,224895.30,0.3323,0.3349,72.3641,0.002844
215.98,224815.67,0.3322,0.3352,72.3945,0.002846
215.91,224788.88,0.3320,0.3350,72.3326,0.002846
215.86,224634.04,0.3323,0.3349,72.2795,0.002846
215.74,224561.00,0.3322,0.3352,72.3120,0.002847
215.55,224416.08,0.3320,0.3350,72.2122,0.002852
215.36,224115.61,0.3323,0.3348,72.1122,0.002857
215.13,223933.32,0.3322,0.3352,72.1092,0.002865
214.98,223829.63,0.3320,0.3350,72.0230,0.002868
214.84,223574.20,0.3323,0.3348,71.9375,0.002871
214.75,223538.33,0.3322,0.3352,71.9815,0.002871
214.69,223518.97,0.3320,0.3350,71.9225,0.002871
214.61,223339.42,0.3323,0.3348,71.8615,0.002871
214.53,223309.20,0.3322,0.3352,71.9071,0.002871
214.49,223318.45,0.3320,0.3350,71.8575,0.002871
214.42,223134.84,0.3323,0.3348,71.7952,0.002871
214.34,223111.26,0.3322,0.3352,71.8428,0.002871
214.26,223075.03,0.3320,0.3350,71.7787,0.002872
214.26,222971.10,0.3323,0.3348,71.7420,0.002871
214.14,222901.55,0.3322,0.3352,71.7747,0.002873
214.07,222872.89,0.3320,0.3350,71.7132,0.002873
213.95,222654.04,0.3323,0.3348,71.6395,0.002874
213.91,222664.91,0.3322,0.3352,71.6980,0.002874
213.81,222601.92,0.3320,0.3350,71.6255,0.002875
213.70,222385.32,0.3323,0.3348,71.5525,0.002876
213.65,222384.13,0.3322,0.3352,71.6070,0.002876
213.54,222328.64,0.3320,0.3350,71.5371,0.002877
213.41,222089.36,0.3323,0.3348,71.4568,0.002879
213.30,222024.60,0.3322,0.3352,71.4906,0.002881
213.15,221917.62,0.3320,0.3350,71.4043,0.002884
213.04,221701.82,0.3323,0.3348,71.3317,0.002885
212.86,221569.09,0.3322,0.3352,71.3434,0.002889
212.79,221543.78,0.3320,0.3350,71.2836,0.002890
212.73,221379.97,0.3323,0.3348,71.2276,0.002890
212.65,221350.95,0.3322,0.3352,71.2726,0.002890
212.59,221334.57,0.3320,0.3350,71.2158,0.002890
212.57,221214.39,0.3323,0.3348,71.1739,0.002889
212.39,221075.59,0.3322,0.3352,71.1834,0.002894
212.32,221056.30,0.3320,0.3350,71.1258,0.002894
212.21,220843.01,0.3323,0.3348,71.0539,0.002895
212.14,220812.99,0.3322,0.3352,71.0983,0.002896
212.07,220789.34,0.3320,0.3350,71.0394,0.002896
211.99,220607.41,0.3323,0.3348,70.9777,0.002896
211.91,220579.64,0.3322,0.3352,71.0226,0.002896
211.86,220574.50,0.3320,0.3350,70.9698,0.002896
211.71,220316.06,0.3323,0.3348,70.8835,0.002899
211.65,220308.02,0.3322,0.3351,70.9346,0.002899
211.54,220241.73,0.3320,0.3350,70.8622,0.002901
211.37,219964.88,0.3323,0.3348,70.7700,0.002905
211.33,219977.03,0.3322,0.3351,70.8275,0.002905
211.19,219874.05,0.3320,0.3350,70.7435,0.002908
211.08,219668.96,0.3323,0.3348,70.6743,0.002909
211.00,219630.62,0.3322,0.3351,70.7154,0.002909
210.94,219620.00,0.3320,0.3350,70.6613,0.002909
210.81,219532.47,0.3319,0.3353,70.6864,0.002911
210.69,219309.09,0.3322,0.3351,70.6113,0.002913
210.64,219299.22,0.3320,0.3355,70.6614,0.002913
210.52,219231.37,0.3319,0.3353,70.5889,0.002915
210.41,219019.85,0.3322,0.3351,70.5177,0.002916
210.33,218978.65,0.3320,0.3355,70.5574,0.002917
210.29,218990.65,0.3319,0.3353,70.5109,0.002916
210.21,218812.57,0.3322,0.3351,70.4504,0.002916
210.18,218822.36,0.3320,0.3355,70.5065,0.002916
210.07,218757.27,0.3319,0.3353,70.4352,0.002917
210.07,218656.93,0.3322,0.3351,70.3998,0.002917
209.99,218627.77,0.3320,0.3355,70.4432,0.002917
209.93,218610.56,0.3319,0.3353,70.3874,0.002917
209.86,218446.85,0.3322,0.3351,70.3316,0.002917
209.80,218424.13,0.3320,0.3355,70.3769,0.002917
209.65,218326.63,0.3319,0.3353,70.2955,0.002920
209.55,218124.10,0.3322,0.3351,70.2272,0.002921
209.48,218099.54,0.3320,0.3355,70.2718,0.002921
209.38,218035.68,0.3319,0.3353,70.2013,0.002923
209.29,217849.14,0.3322,0.3351,70.1381,0.002923
209.14,217737.95,0.3320,0.3354,70.1546,0.002927
209.05,217692.09,0.3319,0.3353,70.0901,0.002928
208.95,217492.59,0.3322,0.3351,70.0228,0.002929
208.82,217411.96,0.3320,0.3354,70.0490,0.002931
208.71,217345.79,0.3319,0.3353,69.9781,0.002932
208.58,217109.69,0.3322,0.3351,69.8990,0.002935
208.35,216922.32,0.3320,0.3354,69.8907,0.002944
208.17,216782.25,0.3319,0.3353,69.7961,0.002949
208.02,216524.57,0.3322,0.3351,69.7101,0.002953
207.91,216460.52,0.3320,0.3354,69.7413,0.002954
207.76,216352.49,0.3319,0.3353,69.6572,0.002958
207.64,216133.57,0.3322,0.3351,69.5837,0.002960
207.52,216052.51,0.3320,0.3354,69.6092,0.002962
207.41,215992.58,0.3319,0.3353,69.5408,0.002963
207.32,215798.83,0.3322,0.3351,69.4754,0.002964
207.18,215704.26,0.3320,0.3354,69.4964,0.002967
207.10,215662.27,0.3319,0.3353,69.4340,0.002967
207.00,215468.07,0.3322,0.3351,69.3684,0.002968
206.83,215337.06,0.3320,0.3354,69.3775,0.002973
206.66,215207.60,0.3319,0.3353,69.2871,0.002978
206.43,214868.74,0.3322,0.3351,69.1749,0.002988
206.15,214626.67,0.3320,0.3354,69.1481,0.003002
205.92,214437.04,0.3319,0.3353,69.0385,0.003011
205.77,214180.27,0.3322,0.3351,68.9528,0.003015
205.63,214090.20,0.3320,0.3354,68.9747,0.003018
205.57,214069.54,0.3319,0.3353,68.9196,0.003018
205.51,213912.49,0.3322,0.3351,68.8661,0.003018
205.44,213889.63,0.3320,0.3354,68.9095,0.003018
205.38,213869.86,0.3319,0.3353,68.8548,0.003018
205.33,213722.15,0.3322,0.3351,68.8043,0.003018
205.21,213653.89,0.3321,0.3354,68.8329,0.003019
205.16,213646.13,0.3319,0.3353,68.7823,0.003019
205.09,213481.52,0.3322,0.3351,68.7263,0.003019
204.97,213394.53,0.3321,0.3354,68.7488,0.003022
204.90,213374.10,0.3319,0.3353,68.6942,0.003022
