timestamp_us,ttl,ip_flags,ip_len,protocol,src_port,dst_port,tcp_flags,tcp_seq,tcp_ack,tcp_window,flow_duration,flow_pps,flow_bps,syn_ratio,three_way_handshake_ratio,half_open_connections,src_ip_entropy,window_1s_pps,window_1s_bps,window_1s_syn_ratio,traffic_burst_zscore,label
1752773409872331,55,DF,40,TCP,443,54009,A,735858360,1719418024,501,0.2523460388183594,39.62812353554746,7339.128478783389,0.0,0,-8,2.729633050190247,31,9136,0.0,0.31994578233283705,0
1752773409873446,55,DF,285,TCP,443,54009,PA,735858360,1719418024,501,0.2523460388183594,39.62812353554746,7339.128478783389,0.0,0,-8,2.729633050190247,31,9136,0.0,0.31994578233283705,0
1752773409873950,128,DF,1400,TCP,54009,443,A,1719418024,735858605,255,0.2933049201965332,34.09421155737638,15028.72845449151,0.1,9.0,-8,2.729633050190247,31,9136,0.0,0.31994578233283705,0
1752773409873950,128,DF,1400,TCP,54009,443,A,1719419384,735858605,255,0.2933049201965332,34.09421155737638,15028.72845449151,0.1,9.0,-8,2.729633050190247,31,9136,0.0,0.31994578233283705,0
1752773409874453,128,DF,734,TCP,54009,443,PA,1719420744,735858605,255,0.2933049201965332,34.09421155737638,15028.72845449151,0.1,9.0,-8,2.729633050190247,31,9136,0.0,0.31994578233283705,0
1752773409947110,55,DF,40,TCP,443,54009,A,735858605,1719419384,501,0.2523460388183594,39.62812353554746,7339.128478783389,0.0,0,-8,2.729633050190247,31,9136,0.0,0.31994578233283705,0
1752773409952977,55,DF,40,TCP,443,54009,A,735858605,1719420744,501,0.2523460388183594,39.62812353554746,7339.128478783389,0.0,0,-8,2.729633050190247,31,9136,0.0,0.31994578233283705,0
1752773409952977,55,DF,40,TCP,443,54009,A,735858605,1719421438,501,0.2523460388183594,39.62812353554746,7339.128478783389,0.0,0,-8,2.729633050190247,31,9136,0.0,0.31994578233283705,0
1752773409983707,103,DF,40,TCP,443,54006,A,571005147,117197485,16389,0.920914888381958,9.7728901047663,7908.439848112553,0.0,0,-8,2.729633050190247,31,9136,0.0,0.31994578233283705,0
1752773409989182,103,DF,143,TCP,443,54006,PA,571005147,117197485,16389,0.920914888381958,9.7728901047663,7908.439848112553,0.0,0,-8,2.729633050190247,31,9136,0.0,0.31994578233283705,0
